Id,Label,Text
217,positive,"RIDING FOR A FALL =kelakuan/keputusan beresiko tinggi & kerap gagal/bawa dampak negatif; cari penyakit; main api 
+He's riding for a fall by driving the car without insurance. 
+She's riding for a fall by not studying for the test. 
+We're riding for a fall violating Lockdown."
218,positive,"Rakyat Indonesia. Dalam politik kita bisa berbeda pandangan dan dukungan. Tapi utk covid-19 kita harus bersatu melawannya. Ikuti selalu petunjuk pemerintah. Tetap dirumah, kurangi kumpul kumpul yg ga perlu. Jaga kesehatan. Jangan ngeyel yah."
219,positive,Rakyat Indonesia dari semua profesi baik itu buruh pabrik buruh pelabuhan .buruh bangunan .petani seniman.tukang ojol.tukang bakso .abang becak dll semua merasakan dampak wabah covid-19 kesulitan ekonomi. Pemerintah tentu sdh memikirkan kesulitan rakyatnya.
220,positive,Rakyat Indonesia dari sabang sampai merauke harus bersatu bersama mendukung kebijakan Pemerintah Jokowi menghadapi covid-19. Kebijakan yg pro rakyat. Indonesia bisa dan sangat bisa. Bersatu usir Covid-19.
221,positive,"Rakyat indonesia bukan di jakarta aja, pemerintah benar dong... dipersiapkan di kepri krn salah satu pintu masuk dan rentan covid 19. Jakarta sdh banyak RS yg menangani corona viruz."
222,positive,"Rakyat akan trs mendukung upaya2 keras Pemerintahan utk maksimal dlm mnangkal serangan Covid-19, klo bkn Pemerintah siapa lg rakyat bersandar..?"
223,positive,"Rakyat +62 ke pemerintah  terhadap pandemi COVID- 19
""Gimana  sih pemerintah kok gk lock down? Tunggu berapa banyak korban baru Indonesia lock down?""

Masih rakyat +62 saat sekolah dan kantor diliburkan guna menghindari penyebaran COVID 19:
""LIBURANNNNNNNNN""

Hadeh "
224,positive,"Punya bukti kalau Pemerintah Pusat tidak jujur dgn data yg terpapar covid-19?
Cc. 
@fadjroeL
@BNPB_Indonesia
@COVID19goid"
225,positive,Pujian itu bisa jdi acuan bagi pemerintah bahwa sdh tepat langkah yg diambil dlm meminimalkan dampak ekonomi dri wabah covid-19 bgi masyarakat indonesia sambil tetap waspada.
226,positive,"PT. Atmindo Tbk mendukung Pemerintah menghadapi Virus Corona (COVID-19) dengan melakukan PENCEGAHAN dan PERSIAPAN menghadapi penyebaran virus di tempat kerja.

INDONESIA KUAT
INDONESIA SEHAT
INDONESIA BISA
INDONESIA BERSATU
LAWAN CORONA (COVID-19)

#boilerindonesia #keteluappic.twitter.com/rmxLHEbFnQ"
227,positive,"PT Japfa Comfeed Indonesia Tbk (JAPFA) mendukung Pemerintah menangani pandemi virus Covid-19.
Kamis (26/3), JAPFA menyerahkan bantuan senilai Rp 700 juta untuk tim medis melalui Badan Nasional Penanggulangan Bencanaâ€¦ https://www.instagram.com/p/B-PW280lxUD/?igshid=lgyhl5gpb3m7Â â€¦"
228,positive,Program Stay At Home diadakan untuk mencegah penyebaran wabah virus covid 19. Semua wilayah dilockdown dan semua orang dianjurkan berada di rumah. Taati himbauan dari pemerintah semoga wabah covid 19 segera hilang dari muka bumi Indonesia.
229,positive,"Pro kontra pasti ada. Ada yg melihat secara dampak lockdown pada sektor ekonomi yg lgsng akan kena, ada yg langsung concern penyebaran luas. Tergantung menilai. Setuju secara negara belum perlu lock down. Staging pasti tetap di perhatikan. Jkt bru sekolah dan wisata tahap awal https://twitter.com/queensky021/status/1238687340253433858Â â€¦"
230,positive,"prioritas utama pemerintah saat ini adalah keselamatan rakyat Indonesia. pemerintah terus berupaya menangani wabah covid-19 ini. disisi lain pemerintah juga harus memikirkan ekonomi yg tujuannya untuk rakyat Indonesia jga!  apapun yg dilakukn pemerintah saat ini, pasti yg terbaik"
231,positive,presiden tak sebodoh kamu bangsat presiden memikirkan dampak negatif dari lockdown .ekonomi indonesia bakal ancur yang miskin mau makan apa lu mikir ga si anjjing lockdown itu ada tahapanya
232,positive,Presiden jokowi tuh sdh mengerahkan segala upaya agar supaya tdk lockdown.karena memikirkan dampak ekonominya bung
233,positive,"Presiden Jokowi berpesan kepada seluruh Masyarakat Indonesia terkait Covid-19 Hingga saat ini pemerintah pusat sudah sangat sungguh2 menangani pencegahan penyebaran & seluruh dampak virus Corona. 
engkau para kaum nyinyir #StopGorengIsuCoronahttps://mediaindonesia.com/read/detail/301503-pemerintah-sigap-lawan-covid-19Â â€¦"
234,positive,"Please lah itu yg bilang lockdown indonesia udh siap ama dampaknya apa yak,mrka bilang pemerintah mikir duit yaiyalah kalo kga ngebiayain lu pke apa maemunah trs lagi ga mikir dampak ekonominya apa yak bisaÂ² krisis lagi entar,yg kaya mah bisa nyetok makan lah yg miskin bisa apa"
235,positive,"pikirkan juga dampak psikologis masyarakat jika diterapkan 'lock down'

stres & rasa bosan dirumah serta ketahanan ekonomi setiap keluarga yg hidupnya pas-pasan terutama buruh harian lepas.

bagaimana mereka memenuhi kebutuhan hidup sehari-hari ?

kepentingan rakyat lebih utama ! pic.twitter.com/9CReH6BFuQ"
236,positive,"Pernyataan di kompas menandakan dia blm paham dampak lockdown. Pernyataan di detik itu stlh tahu apa itu lockdown, dampaknya apa, tanggungjawab pemda apa saja.
Kesimpulannya, dia nggak siap lockdown dgn cara melempar masalah ke masyarakat.
Lebih baik #DukungJokowiBasmiCorona"
237,positive,"Perlahan namun pasti pandemic Covid-19 membuat ekonomi segala lapisan masyarakat guncang.
Semoga semua cobaan ini cepat berlalu & Indonesia bisa bangkit kembali.
Kita percayakan seluruhnya kepada Pemerintah
Semoga kita semua selalu diberikan kesehatan 
#IndonesiaSehat"
238,positive,"Perkembangan situasi di seluruh dunia, khususnya Indonesia, sangat cepat dan tak terduga terkait pandemi Covid-19. Seruan pemerintah bagi warganya agar menjaga jarak sosial, dan sedapat mungkin berada #dirumahsajaâ€¦ https://www.instagram.com/p/B91kxfcH1h0/?igshid=n6dwqa8wd7txÂ â€¦"
239,positive,"Perkembanagan Covid-19 di Indonesia menurut data mengalami peningkatan.
Salah satu cara pemerintah untuk menghentikan penyebaran wabah ini dengan melakukan PSBB.
Pembatasan Sosial Berskala Besar.
Bukan Lockdown ya...!!
@KemenkesRI
@eko_kuntadhi @Dennysiregar7pic.twitter.com/jVECrXOG6w"
240,positive,"Percaya dan jangan putus doamu..Tuhan akan pulihkan Indonesia dan juga seluruh negeri.
Mari kita bersama melawan Covid-19 dan ikuti langkah pencegahan virus corona yang sudah ada dan patuhi aturan dari pemerintah.
#Slemancegahcorona
#yakinjogjaakankembalilagi
#polisicegahcoronapic.twitter.com/GljxMIRJTv"
241,positive,"Percaya dan jangan putus doamu..Tuhan akan pulihkan Indonesia dan juga seluruh negeri.
Mari kita bersama melawan Covid-19 dan ikuti langkah pencegahan virus corona yang sudah ada dan patuhi aturan dari pemerintah.
#Slemancegahcorona
#yakinjogjaakankembalilagi
#polisicegahcoronapic.twitter.com/rRRgx5SuZZ"
242,positive,"Percaya dan jangan putus doamu...
Tuhan akan pulihkan Indonesia dan juga seluruh Negeri.
Mari kita bersama melawan Covid-19 dan ikuti langkah pencegahan virus corona yang sudah ada dan patuhi aturan dari pemerintah.
.
#Slemancegahcorona
#yakinjogjaakankembalilagipic.twitter.com/h2jEGK4wVx"
243,positive,"Percaya dan jangan putus doamu...
Tuhan akan pulihkan Indonesia dan juga seluruh negeri.
Mari kita bersama melawan Covid-19 dan ikuti langkah pencegahan virus corona yang sudah ada dan patuhi aturan dari pemerintah.
#Slemancegahcorona
#yakinjogjaakankembalilagi
#polisicegahcoronapic.twitter.com/SvTSTdQThZ"
244,positive,"Percaya dan jangan putus doamu...
Tuhan akan pulihkan Indonesia dan juga seluruh negeri.
.

Mari kita bersama melawan Covid-19 dan ikuti langkah pencegahan virus corona yang sudah ada dan patuhi aturan dari pemerintah.
.
#Slemancegahcorona
#yakinjogjaakankembalilagpic.twitter.com/sgjoCKHKSE"
245,positive,"Percaya dan jangan putus doamu...
Tuhan akan pulihkan Indonesia dan juga seluruh negeri.
.

Mari kita bersama melawan Covid-19 dan ikuti langkah pencegahan virus corona yang sudah ada dan patuhi aturan dari pemerintah.

.#Slemancegahcorona
#yakinjogjaakankembalilagipic.twitter.com/V0h7XkqyLR"
246,positive,"Percaya dan jangan putus doamu...
Tuhan akan pulihkan Indonesia dan juga seluruh negeri.
.

Mari kita bersama melawan Covid-19 dan ikuti langkah pencegahan dari pemerintah.
.
#Slemancegahcorona
#yakinjogjaakankembalilagi
#polisicegahcorona
#aksiberantascovid19
#dirumahajapic.twitter.com/RRqw5LNxTW"
247,positive,"Percaya dan jangan putus doamu...
Tuhan akan pulihkan Indonesia dan juga seluruh negeri.
.

Mari kita bersama melawan Covid-19 dan ikuti langkah pencegahan dari pemerintah
.
#Slemancegahcorona
#yakinjogjaakankembalilagi
#polisicegahcorona
#aksiberantascovid19
#dirumahajapic.twitter.com/rpWDGKAuCd"
248,positive,"Percaya dan jangan putus doamu...
Tuhan akan pulihkan Indonesia dan juga seluruh negeri. Mari kita bersama melawan Covid-19 dan ikuti langkah pencegahan virus corona yang sudah ada dan patuhi aturan dari pemerintah. #Slemancegahcorona
#yakinjogjaakankembalilagi
#polisicegahcoronapic.twitter.com/304uccUudT"
249,positive,"Percaya dan jangan putus doamu...
.
Tuhan akan pulihkan Indonesia dan juga seluruh negeri.
.
Mari kita bersama melawan Covid-19 dan ikuti langkah pencegahan virus corona yang sudah ada dan patuhi aturan dari pemerintah.
.
#yakinjogjaakankembalilagi
#polisicegahcoronapic.twitter.com/lubZuqmDhY"
250,positive,"Percaya dan jangan putus doamu...
.
Tuhan akan pulihkan Indonesia dan juga seluruh negeri.
.
Mari kita bersama melawan Covid-19 dan ikuti langkah pencegahan virus corona yang sudah ada dan patuhi aturan dari pemerintah.
.
#Slemancegahcorona
#polisicegahcoronapic.twitter.com/buDgpyp1jv"
251,positive,"Penyebaran wabah covid 19 di Indonesia blm tunjukkan tanda2 penurunan. Bertambah 200an perhari. Namun begitu, tak terjadi pertumbuhan kasus drastis. Angka yg sembuh juga mulai mendekati angka yg meninggal.

Maaf, sejauh blm ada data pembanding, saya masih percaya data pemerintah."
252,positive,"Penggiringan opini negatif trhdp kebijakan pemerintah yg sedang berjuang melawan ganasnya covid-19... 
#StayAtHomehttps://twitter.com/su7loo/status/1242482037568598016?s=19Â â€¦"
253,positive,"Kita patuhi pemerintah dan dokter untuk #dirumahsaja karna wabah virus covid-19 kita bisa dekat dengan allah.swt terus mendekatkan diri kepada allah swt ya tetap olahraga, cuci tangan, makan2an yang sehat, munum air putih

#KarantinaWilayah #AyoPulihIndonesiaKu #Indonesia"
254,positive,Penanganan Covid-19 di Indonesia bukan bermasalah pada pemerintah. Tapi pada masyarakat nya itu sendiri. Belum di kasih bantuan ngeluh. Dikasih bantuan ngeluh.
255,positive,"Penanganan covid-19 d cina bgtu displin dan keras butuh wkt 3 bulan dan tentuâ€™a dana yg tdk sedikit sampai d nyatakan menang melawan corona, d indonesia dgn kondisi sprti saat ini dmn bnyk yg kontra sm pemerintah jd pesimis gw .. butuh brp bulan qt perang melawan corona.."
256,positive,pemerintah tuh masih mengkaji gasih dampak dampaknya kalo ga di lockdown makin menyebar makin berabe orang kita tuh bandel bisa aja uda kena dia ngira masuk angin malah liburan kesana kesini
257,positive,"Pemerintah telah menyiapkan berbagai program untuk mengendalikan penyebaran COVID-19 di Indonesia termasuk dampaknya terhadap ekonomi.
#AwasProvokasiLockdownpic.twitter.com/ECRc5EBkeK"
258,positive,"Pemerintah telah bekerja keras untuk mengatasi bawah Covid-19. Hingga dikeluarkannya himbauan social distancing, korban Covid-19 juga semakin meningkat. Generali Indonesia juga turut memberikan dukungan atas usahaâ€¦ https://www.instagram.com/p/B-Hv01Lhfv6/?igshid=esgmjn2ggvvfÂ â€¦"
259,positive,"Pemerintah Serius Dalam Menangani Virus Covid-19 Di Indonesia
.
.
#COVID__19
#pemerintahSerius
#StopPolitisasiCorona"
260,positive,"pemerintah sdh sangat memikirkan betul dampak yg akan diakibatkan kalu Indonesia lockdown bahkan bisa lbh parah dr pd yg tjd di India,meskipun beberapa org teriak2 agar pemerintah melakukan lockdown,#TolackLockdown#"
261,positive,"Yuk bisa yuk ayuk .... Kita bisa cegah infeksi ini dengan cara #KarantinaWilayah Ayuk sembuhkan indonesia ini dari covid 19 ... Ayuk indonesia bisa 
Semoga terwujud dan suara dr.tirta didengarkan oleh pimpinan besar pemerintah... Amin "
262,positive,"Pemerintah Pusat. Pemerintah daerah. Rumah Sakit. Dokter. Perawat. Semua bekerja keras utk menangani Covid-19. 

Banyak Masyarakat menggalang Donasi utk mendukung penanganan Covid-19. 

Semoga Allah SWT. Tuhan Yang Maha Esa selalu Meridhoi Bangsa Indonesia terCinta"
263,positive,"Pemerintah Pusat. Pemerintah daerah. Rumah Sakit. Dokter. Perawat. Semua bekerja keras utk menangani Covid-19. 

Banyak Masyarakat menggalang Donasi utk mendukung penanganan Covid-19. 

Semoga Allah SWT. Tuhan Yang Maha Esa selalu Meridhoi Bangsa Indonesia terCinta"
264,positive,"Pemerintah pasti sdh mempertimbangkan perlu tidaknya lockdown, jika lockdown dilakukan efeknya sangat luas dan tidak akan mengurangi dampak corona jd kita harus percaya dengan pemerintah"
265,positive,Pemerintah nggak akan menerapkan kebijakan lockdown krn dampak ekonominya bisa menyusahkan rakyat... Jadi kita musti punya kesadaran buat menjaga diri dan keluarga dg meminimalisir mobilitas dan interaksi dg orang banyak bila tidak tll dibutuhkan.. https://youtu.be/x0rRNGnwIbwÂ 
266,positive,"Pemerintah menginstruksikan penggunaan wajib masker per 5 April 2020 sesuai anjuran WHO.

Penggunaan masker tentu untuk menekan angka kenaikan positif pandemi global tsb di Indonesia.

Semoga Covid-19 segera berlalu dan #kitapastimenangpic.twitter.com/yhmWs0sehC"
267,positive,"Pemerintah memberikan peraturan, imbauan dll agar seluruh warga dapat terhindar dari paparan covid-19 sebagai salah satu tujuan NKRI yaitu melindungi segenap bangsa Indonesia dan seluruh tumpah darah Indonesia (Pembukaan UUD NRI 1945 Alinea IV)"
268,positive,"Pemerintah meliburkan sekolah & sebagian pegawai agar masyarakatnya ttp di rumah menghindari Covid-19, tapi mereka malah pulang kampung/refreshing memanfaatkan waktu. gak aneh dong, kita kan tau Indonesia negeri bar bar:v"
269,positive,"Pemerintah masih memikirkan dampak ekonomi, untuk PSBB aja anggran APBD sdh sekian triliun, apalagi  klo sampe lockdown. Mesti ada yg harus di korbankan.  Pemulihan faktor ekonomi g akan bs cepat walaupan wabah ini sdh berhenti. Stategi nya cuma mengimbangi."
270,positive,Pemerintah kerja keras tanpa perlu banyak bicara. Perlukah lockdown jika pasien cuma dibawah 100. Indonesia tak kan mampu atasi krisis ekonomi dgn cepat dampak lockdown. Ngetik memang mudah tapi yg sulit itu ternyata berpikir
271,positive,"Pemerintah kalo mau lockdown mah gampang. Tinggal rilis dekrit kaya Italia juga langsung lockdown. Pidana pula sanksinya
.
Masalahnya dampak jangka panjangnya seringkali gak dipikirin sama yang berharap dilockdown. Kalo kejadian baru nyesel, kan konyol "
272,positive,"Pemerintah juga mikir dampak dari lockdown itu,sekarang aja belum lockdown nilai tukar rupiah naik jadi 16rb apalagi sampe lockdown bisa- bisa 20rb itu.trus Indonesia juga bahan pangannya kebanyakan impor,terutama Jakarta.jadi pemerintah mikir itu juga"
273,positive,"Pemerintah Indonesia terbitkan Global Bond sebesar 4,3 miliar USD untuk mendukung pembiayaan penanganan Covid 19.

Ini penerbitan bond terbesar dalam sejarah penerbitan bond denominasi dolar AS olh pemerintah Indonesia.

Ayo kita Dukung pemerintah dalam hal ini 
@03__nakulapic.twitter.com/UHHZML7MLK"
274,positive,"Pemerintah indonesia sudah serius dalam menghadapi dan mencegah penyebaran covid-19
#IndonesiaTanggapCoronapic.twitter.com/jjfLN1EI2b"
275,positive,Pemerintah Indonesia Sudah Serius Dalam Menghadapi dan Mencegah Penyebaran Covid-19 pic.twitter.com/xhQn1VOXkQ
276,positive,Pemerintah Indonesia Sudah Serius Dalam Menghadapi dan Mencegah Penyebaran Covid-19 pic.twitter.com/SponrL9cZd
277,positive,Pemerintah Indonesia Sudah Serius Dalam Menghadapi dan Mencegah Penyebaran Covid-19 pic.twitter.com/OezVxxvBc8
278,positive,Pemerintah Indonesia Sudah Serius Dalam Menghadapi dan Mencegah Penyebaran Covid-19 pic.twitter.com/L9fGWSRLyy
279,positive,Pemerintah Indonesia Sudah Serius Dalam Menghadapi dan Mencegah Penyebaran Covid-19 pic.twitter.com/gke7alIlpD
280,positive,Pemerintah Indonesia Sudah Serius Dalam Menghadapi dan Mencegah Penyebaran Covid-19 pic.twitter.com/gCs1bJiFYF
281,positive,Pemerintah Indonesia Sudah Serius Dalam Menghadapi dan Mencegah Penyebaran Covid-19 pic.twitter.com/F5Sy63Mf3v
282,positive,Pemerintah Indonesia Sudah Serius Dalam Menghadapi dan Mencegah Penyebaran Covid-19 pic.twitter.com/exSG2JRQHa
283,positive,Pemerintah Indonesia Sudah Serius Dalam Menghadapi dan Mencegah Penyebaran Covid-19 pic.twitter.com/8TXOxFMiPo
284,positive,Pemerintah Indonesia Sudah Serius Dalam Menghadapi dan Mencegah Penyebaran Covid-19 pic.twitter.com/2CKK900fus
285,positive,Pemerintah Indonesia sudah berusaha luar biasa mengatasi musibah Covid-19.. bravo Indonesia!!!
286,positive,"Pemerintah indonesia sdh maksimal dan meredam jumlah korban covid 19 tdk seekstrem USA yg jumlah penduduknya hampir sama dgn kita...bahkan dgn spanyol, italy dan iran...kita tdk masuk top ten covid 19...IMF memuji pemerintah krn pencapaian ekonomi msh 3 besar (china, india, ina)"
287,positive,"Pemerintah Indonesia Punya Cara Sendiri Melawan Penyebaran Covid-19
#DukungJokowiBasmiCoronapic.twitter.com/R0KjHUu7Kq"
288,positive,"Pemerintah Indonesia Punya Cara Sendiri Melawan Penyebaran Covid-19
#DukungJokowiBasmiCoronapic.twitter.com/dmwjVP8HRG"
289,positive,"Pemerintah Gratiskan Listrik selama 3 bulan 

#BersatuMelawanCorona
#Indonesia
#Covid-19
#IndonesiaMajupic.twitter.com/0jBuk1LJjX"
290,positive,"Pemerintah gak bisa ngasal nge lock down suatu wilayah , banyak dampak yang terjadi perlu analisis lebih lanjut kalau mau isolasi suatu wilayah , apalagi ekonomi kita lagi resesi jadi gak semudah itu"
291,positive,"Pemerintah dan rakyat Indonesia bekerja keras utk mengatasi ancaman Virus Covid 19, sebaliknya sebagian kecil mereka masih belum move on. Kritik itu perlu, ttp kritik beda dengan nyinyir. Politisasi berjalan tanpa rasa kemanusiaan. Klaim kebenaran sepihak."
292,positive,"Pemerintah dalam memberlakukan kebijakan adalah utk seluruh warga negara Indonesia. Ayo Bersama Dukung Pemerintah Melawan Covid-19
PLN sangat mendukung pelaksanakan kebijakan Pemerintah yg disampaikan oleh Presiden Joko Widodo,â€ (Direktur Utama PLN Zulkifli) @mediaindonesiahttps://twitter.com/msaid_didu/status/1244934042450948097Â â€¦"
293,positive,"Pemerintah bukan tidak peduli tentang banyak nya kasus baru setiap hari nya, tapi yang di fikirkan pemerintah adalah dampak jangka panjang untuk kesejahteraan rakyat nya. Kalau lockdown nanti yang miskin makin miskin, yang kaya jadi miskin. Kan nanti negara juga yang repot"
294,positive,"Pemerintah buat aturan ini bukan untuk kepentingan pribadi, tapi untuk kita semua untuk indonesia, biar Negara kita bebas dgn virus Covid-19 ini, ayolah kesadaran diri kalian, bantu kami (tenaga medis) dgn cara dirumah aja."
295,positive,Pemberlakuan Pembatasan Sosiaka Berskala Besar.. Setidaknya Pemerintah sudah mengeluarkan sebuah kebijakan untuk mengatasi penyebaran Virus Covid 19 di Indonesia.. #VirusCorona #IndonesiaLawanCovid19 #SatukanVisiCekalCoronapic.twitter.com/bdB3T139q0
296,positive,"Pembatasan sosial oleh pemerintah, semoga menumbuhkan jiwa da solidaritas sosial antar sesama masyarakat indonesia untuk memerangi covid-19.
Ayo saatnya bersatu utk NKRI."
297,positive,"Pembatasan Sosial Berskala Besar (PSBB) merupakan upaya pemerintah dalam rangka memutus rantai penyebaran virus dan percepatan penanganan covid -19 di Indonesia
#dirumahaja demi kebaikan bersama kan?
#BersamaLawanCovid19pic.twitter.com/XCCiUF8qZy"
298,positive,"Pastilah pemerintah sudah memikirkan dampak dari pemberlakuan lockdown, makanya pemerintah pasti ga mau membabi buta umumkan status darurat...bukannya ga mau transparan atau hanya mementingkan ekonomi. Lebih dari itu semua aspek di pertimbangkan."
299,positive,"Pasti salah survey nya nih...masa didunia Indonesia mantap krena kepercayaan rakyat penanganan Virus #Covid_19 oleh Pak Jokowi dan pemerintah 80% sedangkan para #BangsatBangsa menghujat
#KeepStrongMyPresident
#KeepTheFaith
#KeepYourDistancepic.twitter.com/hJ7R7z6Cmu"
300,positive,"Para Covid 19 segera mudik...Indonesia aman...ayoo...kita usir mereka dengan Patuhi Himbauan Pemerintah
#jatimbergerak #jatim #lawancovid19 #jatimsehat #poldajatim #humaspoldajatim #kabidhumaspoldajatim #kabidhumas #poldajatim #jolaliguyublur #guyublur #jogojawatimur #guyubpic.twitter.com/pmewelI5WA"
301,positive,"palagi yg ngucap teriak lockdown, gk phm bgmn dampak nya lebih besar dari virus nya klau gk di persiapkan secara benar, imbas nya menyeluruh gk cmn yg kaya aset nguap ntah kmn, yg miskin lebih brutal lg jd kalau gk phm sntai ikuti arahan Pemerintah jgn dkit2 saling menyalahkan"
302,positive,"Pak prs Jokowi benar lockdown hanya menambah masalah pada negara berkembang terutama (masalah ekonomi dampak utama)
#lockdown https://twitter.com/detikcom/status/1252960984244924416Â â€¦"
303,positive,"Marilah kita berdoa yang baik, semoga Covid-19 ini bisa segera diatasi dan mereda, bukan hanya oleh pemerintah dan tim medis, tp oleh kita semua, sehingga seluruh masyarakat Indonesia ini tetap sehat dan dapat beraktivitas seperti sedia kala, di bawah lindungan Allah SWT, aamiin."
304,positive,Pak Harto berjasa u/Indonesia.....begitu jg byng Karno.....dan beliau2 sdh selesai....sdh purna tugas....gak usah lg bermemory ....skrang di dpn mata ada pendemi covid-19....bantu pemerintah....gak usah koar2 PKI...PKI udah dibubarin Pak Harto....
305,positive,Pak FZ pemerintah Indonesia cukup sigap menekan persebaran covid-19 _ lihat data berikut jgn melulu nyinyir. Justru pandemi kedunguan itu harus segera di eliminir dari DPR. Emg tupoksi anggota dewan itu hrs nyinyir terus-menerus? @Gerindrapic.twitter.com/aItsfwgfSY
306,positive,"Pagi mbabro & masbro...
Keseriusan pemerintah agar UMKM naik kelas tidak main-main. Hulu dan hilir benar-benar dipersiapkan agar UMKM Indonesia naik kelas dan bertahan di tengah pandemi Covid-19 yg menyerang dunia. pic.twitter.com/ThS77aOdM0"
307,positive,"Padahal negara lain yang terkena dampak lockdown pasti sedih banget, berharap negaranya ngga di lockdown. Beda dengan Indonesia, malah minta di lockdown. Warga Indonesia belum mengerti sepenuhnya dampak dari lockdown bagi kebutuhan mereka dan tentunya perekonomian negara."
308,positive,"padahal harus #SocialDistancing untuk menghindari keramaian buat mencegah virus Covid-19 tapi di Indonesia malah dibuat ajang liburan corona. Nanti pas terjangkit virus nya malah nyalahin pemerintah, bilang gk melakukan pencegahan.. https://twitter.com/recehrecehvideo/status/1240077632739225600Â â€¦"
309,positive,"pada gampang banget dah ngomong lockdown. padahal semua ada rute-nya. bukan ngomongin gaada kemanusiaanya, tapi dampak setelah lockdown juga bahaya. bahkan lebih bahaya daripada corona
sedangkan, negara kita ini emang bisa dibilang belum siap buat nerapin lockdown"
310,positive,"Pa Jokowi pasti telah banyak melakukan simulasi Lockdown total wilayah ini dan melihat apa dampak yang akan terjadi.Makanya Pa Jokowi ga akan melakukannya.    

https://m.cnnindonesia.com/nasional/20200329121914-20-487985/mui-sarankan-jokowi-segera-lockdown-total-indonesiaÂ â€¦"
311,positive,Otaknya dipantat yg divideo itu..tangkap org itu pa polisi..gk ngrti dampak yg sngt buruk dri lockdown..hingga mau jd profokator..
312,positive,"Orang2 pada heran dengan angka statistik Covid-19 di Indonesia. Padahal kan Pak Yuri udah bilang di channel Om Deddy kalo pemerintah emang mengatur data, tapi mereka juga ga akan bohong. Jadi menurut gw emang datanya bakal dikeluarin dikit2 aja sesuai keadaan yg diinginkan~"
313,positive,"Orang"" seperti ini sebenernya udah paham dampak lockdown jika diterapkan di Indonesia, ketika pada masanya negara sudah chaos dan lumpuh karena lockdown corona, mereka akan lantang berteriak ""tinggalkan sistem gagal thogut, kembali pada fitrah illahiah, tegakkan khilafah"""
314,positive,"Orang orang indonesia ini pada kenapa ya, punya otak tapi ga di pake, di liburin 2 minggu malah liburan, nyuri hand sanitizer di rumah sakit, gapeduli sama upaya pemerintah meminimalisir  penyebaran covid-19, giliran pada kena aja congor tu nyalahin pemerintah, ngentot"
315,positive,"orang indonesia.. komentarin pemerintah karna katanya gaada upaya buat nanggulangin covid-19, giliran ada upaya dari pemerintah disuru diem dirumah malah pergi2an gapenting, hadeh"
316,positive,"Orang indonesia masih banyak bgt yg batu & ngentengin covid-19
Berdoa sm Allah oke, tp ikhtiar tetep maksimal atuh 
Jgn sok ngide masih rame2 sholat jamaah di masjid kalo udh ada himbauan dari pemerintah buat sholat di rumah. Curiga yg sok ngide biasanya gapernah ke masjid neh"
317,positive,ORang indonesia  tuh pd  kenapasih. Nyalahin pemerintah no 1 tapi dia sendiri yang tidak menjaga dirinya dengan baik. Mending dia aja yg kena. Apa gak mikir ntar nular gimana? Parno bgt dah gw sama virus COVID-19 tapi liat kelakuan mereka bikin ngelus dada https://twitter.com/JeromePolin/status/1239083552106352641Â â€¦
318,positive,"Orang Arab/Mesir tunduk kepada pemerintahnya, sehingga orang yang terinveksi COVID-19 bisa dibilang tidak ada. Lah, kita, di Indonesia? Kebanyakan orang-orang ngArab yang nggak mau patuh sama pemerintah. Jadinya Indonesia masuk 5 besar penularan COVID-19. Ngeyel, sih!"
319,positive,"Orang Arab/Mesir tunduk kepada pemerintahnya, sehingga orang yang terinveksi COVID-19 bisa dibilang tidak ada. Lah, kita, di Indonesia? Kebanyakan orang-orang ngArab yang nggak mau patuh sama pemerintah. Jadinya Indonesia masuk 5 besar penularan COVID-19. Ngeyel, sih!"
320,positive,"Opsi Pemerintah untuk memberlakukan Pembatasan Sosial Berskala Besar sudah tepat , bagi daerah yang tingkat penyebaran wabah Covid 19 nya tinggi , Tepat bila dilihat dari aspek ekonomi maupun karateristik masyarakat Indonesia,yang penuh ragam sosial dan budaya pic.twitter.com/Pb3uL8erdR"
321,positive,"Oposisi yg mn ooo yg bisanya cuma nyinyir pd pem gak bisa beri solusi bahkan serukan lock down tapi gak tahu dampak nya bagi masyarakat kecil, mereka yg nyinyir kebanyakan berduit hanya pikirkan diri sendiri aja"
322,positive,"Di pastikan wabah virus covid-19 di indonesia akan berakhir pada hari yg ditentukan dan juga kalau manusianya ngikutin anjuran pemerintah. 

Berita tersebut dari hati kecil yg paling dalam"
323,positive,"oposisi hanya bisa ber koar koar lockdown.
tetapi apabila terjadi dampak yg buruk mereka akan demo ber silid silid.
.jangan terpancing.
#DukungJokowiBasmiCorona
https://nasional.sindonews.com/newsread/1556677/15/korban-corona-melonjak-pks-desak-jokowi-lakukan-lockcdown-parsial-1584205913?__twitter_impression=trueÂ â€¦"
324,positive,"Ngikutin berita2 & sering baca komen nitijen Indonesia di internet mengenai covid-19 yg kebanyakan ""menyalahkan pemerintah"",

Pdhal as individu kita jg punya peran kok,"
325,positive,"Nggak ada elegan elegannya warga Indonesia ditengah pandemi Covid-19. Korea Selatan, Jepang tuh banyak yang kena Corona juga. Tapi disana kok bisa ya warganya nurut2 sama pemerintah, elegan, ga banyak bacot.."
